Wave,Panel,Topic,Variable,Question text,Value_code,Value_label,Audience_broad,Audience_specific,Weighting variable
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_fun,How much do you agree or disagree with the following statements? Careers in early years and childcare are fun.,-1,Don't know,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_fun,How much do you agree or disagree with the following statements? Careers in early years and childcare are fun.,1,Strongly agree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_fun,How much do you agree or disagree with the following statements? Careers in early years and childcare are fun.,2,Agree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_fun,How much do you agree or disagree with the following statements? Careers in early years and childcare are fun.,3,Neither agree nor disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_fun,How much do you agree or disagree with the following statements? Careers in early years and childcare are fun.,4,Disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_fun,How much do you agree or disagree with the following statements? Careers in early years and childcare are fun.,5,Strongly disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_paid,How much do you agree or disagree with the following statements? Careers in early years and childcare are well paid.,-1,Don't know,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_paid,How much do you agree or disagree with the following statements? Careers in early years and childcare are well paid.,1,Strongly agree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_paid,How much do you agree or disagree with the following statements? Careers in early years and childcare are well paid.,2,Agree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_paid,How much do you agree or disagree with the following statements? Careers in early years and childcare are well paid.,3,Neither agree nor disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_paid,How much do you agree or disagree with the following statements? Careers in early years and childcare are well paid.,4,Disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_paid,How much do you agree or disagree with the following statements? Careers in early years and childcare are well paid.,5,Strongly disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_me,How much do you agree or disagree with the following statements? Careers in early years and childcare are for people like me.,-1,Don't know,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_me,How much do you agree or disagree with the following statements? Careers in early years and childcare are for people like me.,1,Strongly agree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_me,How much do you agree or disagree with the following statements? Careers in early years and childcare are for people like me.,2,Agree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_me,How much do you agree or disagree with the following statements? Careers in early years and childcare are for people like me.,3,Neither agree nor disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_me,How much do you agree or disagree with the following statements? Careers in early years and childcare are for people like me.,4,Disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_attitude_me,How much do you agree or disagree with the following statements? Careers in early years and childcare are for people like me.,5,Strongly disagree,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_likely,How likely are you to consider a career in early years and childcare?,-1,Don't know,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_likely,How likely are you to consider a career in early years and childcare?,1,Very likely,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_likely,How likely are you to consider a career in early years and childcare?,2,Fairly likely,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_likely,How likely are you to consider a career in early years and childcare?,3,Not very likely,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_likely,How likely are you to consider a career in early years and childcare?,4,Not at all likely,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_inforeceived,"Have you received any information, advice or guidance on working in early years and childcare?",-1,Don't know,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_inforeceived,"Have you received any information, advice or guidance on working in early years and childcare?",0,No,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_inforeceived,"Have you received any information, advice or guidance on working in early years and childcare?",1,Yes,Secondary pupils; 16-19 pupils and learners,"PupilYearGroup_NPDILR=10,11,12,13",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_infouseful,"Was this information, advice or guidance …",-1,Don't know,Secondary pupils; 16-19 pupils and learners,careerchildcare_inforeceived=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_infouseful,"Was this information, advice or guidance …",1,Very useful,Secondary pupils; 16-19 pupils and learners,careerchildcare_inforeceived=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_infouseful,"Was this information, advice or guidance …",2,Quite useful,Secondary pupils; 16-19 pupils and learners,careerchildcare_inforeceived=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_infouseful,"Was this information, advice or guidance …",3,Not very useful,Secondary pupils; 16-19 pupils and learners,careerchildcare_inforeceived=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_infouseful,"Was this information, advice or guidance …",4,Not at all useful,Secondary pupils; 16-19 pupils and learners,careerchildcare_inforeceived=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_1,Where did / would  you go to for advice about working in early years and childcare? Friends,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_1,Where did / would  you go to for advice about working in early years and childcare? Friends,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_2,Where did / would  you go to for advice about working in early years and childcare? Parents / guardians / other relatives,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_2,Where did / would  you go to for advice about working in early years and childcare? Parents / guardians / other relatives,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_3,Where did / would  you go to for advice about working in early years and childcare? Someone already working in childcare,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_3,Where did / would  you go to for advice about working in early years and childcare? Someone already working in childcare,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_4,Where did / would  you go to for advice about working in early years and childcare? Teachers,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_4,Where did / would  you go to for advice about working in early years and childcare? Teachers,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_5,Where did / would  you go to for advice about working in early years and childcare? Trained advisor in school/college,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_5,Where did / would  you go to for advice about working in early years and childcare? Trained advisor in school/college,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_6,Where did / would  you go to for advice about working in early years and childcare? Careers and training websites,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_6,Where did / would  you go to for advice about working in early years and childcare? Careers and training websites,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_7,Where did / would  you go to for advice about working in early years and childcare? Other websites,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_7,Where did / would  you go to for advice about working in early years and childcare? Other websites,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_8,Where did / would  you go to for advice about working in early years and childcare? Somewhere else,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_8,Where did / would  you go to for advice about working in early years and childcare? Somewhere else,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_9,Where did / would  you go to for advice about working in early years and childcare? None of the above,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_9,Where did / would  you go to for advice about working in early years and childcare? None of the above,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_10,Where did / would  you go to for advice about working in early years and childcare? Don't know,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_advice_10,Where did / would  you go to for advice about working in early years and childcare? Don't know,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_1,Why are you not currently considering working in early years and childcare? It doesn't interest me,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_1,Why are you not currently considering working in early years and childcare? It doesn't interest me,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_2,Why are you not currently considering working in early years and childcare? I wouldn't fit in with other people who work in early years and childcare,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_2,Why are you not currently considering working in early years and childcare? I wouldn't fit in with other people who work in early years and childcare,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_3,Why are you not currently considering working in early years and childcare? I won't get good enough grades to do an early years and childcare qualification,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_3,Why are you not currently considering working in early years and childcare? I won't get good enough grades to do an early years and childcare qualification,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_4,Why are you not currently considering working in early years and childcare? My school or college doesn't offer the qualifications,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_4,Why are you not currently considering working in early years and childcare? My school or college doesn't offer the qualifications,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_5,Why are you not currently considering working in early years and childcare? There aren't enough jobs available,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_5,Why are you not currently considering working in early years and childcare? There aren't enough jobs available,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_6,Why are you not currently considering working in early years and childcare? The pay isn't high enough,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_6,Why are you not currently considering working in early years and childcare? The pay isn't high enough,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_7,Why are you not currently considering working in early years and childcare? The work-life balance isn't good enough,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_7,Why are you not currently considering working in early years and childcare? The work-life balance isn't good enough,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_8,Why are you not currently considering working in early years and childcare? I haven't considered any careers,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_8,Why are you not currently considering working in early years and childcare? I haven't considered any careers,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_9,Why are you not currently considering working in early years and childcare? Another reason,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_9,Why are you not currently considering working in early years and childcare? Another reason,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_10,Why are you not currently considering working in early years and childcare? Don't know,0,No,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Careers in Early Years and Childcare,careerchildcare_whynot_10,Why are you not currently considering working in early years and childcare? Don't know,1,Yes,Secondary pupils; 16-19 pupils and learners,"careerchildcare_likely=3,4",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_gender_pup,Which of the following best describes your gender?,-3,Prefer not to say,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_gender_pup,Which of the following best describes your gender?,1,Male,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_gender_pup,Which of the following best describes your gender?,2,Female,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_gender_pup,Which of the following best describes your gender?,3,I identify another way,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_sexualorientation,Which of the following best describes your sexual orientation?,-3,Prefer not to say,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_sexualorientation,Which of the following best describes your sexual orientation?,-1,Don't know,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_sexualorientation,Which of the following best describes your sexual orientation?,1,Heterosexual or straight,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_sexualorientation,Which of the following best describes your sexual orientation?,2,Gay or lesbian,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_sexualorientation,Which of the following best describes your sexual orientation?,3,Bisexual,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_sexualorientation,Which of the following best describes your sexual orientation?,4,Other,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_numchildren,"Including you, how many children under the age of 18 live in your home?",-3,Prefer not to say,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_numadult,"How many people over the age of 18 live in your home? If you are 18 or older, please include yourself.",-3,Prefer not to say,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_singleparent,Do you live in a single parent household? This means that your parent/carer does not have a partner that lives in the same house as you.,-1,Don't know,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_singleparent,Do you live in a single parent household? This means that your parent/carer does not have a partner that lives in the same house as you.,0,No,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_singleparent,Do you live in a single parent household? This means that your parent/carer does not have a partner that lives in the same house as you.,1,Yes,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_ealstatus,Is a language other than English used every day in your home?,-3,Prefer not to say,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_ealstatus,Is a language other than English used every day in your home?,-1,Don't know,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_ealstatus,Is a language other than English used every day in your home?,0,No,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_ealstatus,Is a language other than English used every day in your home?,1,Yes,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_university,"Did one (or both) of your parents go to university, or are they currently at university?",-3,Prefer not to say,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_university,"Did one (or both) of your parents go to university, or are they currently at university?",-1,Don't know,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_university,"Did one (or both) of your parents go to university, or are they currently at university?",0,No,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_university,"Did one (or both) of your parents go to university, or are they currently at university?",1,Yes,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_ifdisability,Do you have a long-term illness or disability? This is any illness or disability that is likely to or has affected you for more than 3 months.,-3,Prefer not to say,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_ifdisability,Do you have a long-term illness or disability? This is any illness or disability that is likely to or has affected you for more than 3 months.,-1,Don't know,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_ifdisability,Do you have a long-term illness or disability? This is any illness or disability that is likely to or has affected you for more than 3 months.,0,No,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_ifdisability,Do you have a long-term illness or disability? This is any illness or disability that is likely to or has affected you for more than 3 months.,1,Yes,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_disabilitylimit,Does this illness or disabilty limit your activities in any way?,-3,Prefer not to say,16-19 pupils and learners,demogs_ifdisability=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_disabilitylimit,Does this illness or disabilty limit your activities in any way?,-1,Don't know,16-19 pupils and learners,demogs_ifdisability=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_disabilitylimit,Does this illness or disabilty limit your activities in any way?,0,No,16-19 pupils and learners,demogs_ifdisability=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_disabilitylimit,Does this illness or disabilty limit your activities in any way?,1,Yes,16-19 pupils and learners,demogs_ifdisability=1,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_carer,Some people your age have to provide regular help or support to people they live with. Is there anyone like this that you have to look after on a regular basis?,-3,Prefer not to say,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_carer,Some people your age have to provide regular help or support to people they live with. Is there anyone like this that you have to look after on a regular basis?,-1,Don't know,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_carer,Some people your age have to provide regular help or support to people they live with. Is there anyone like this that you have to look after on a regular basis?,0,No,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,demogs_carer,Some people your age have to provide regular help or support to people they live with. Is there anyone like this that you have to look after on a regular basis?,1,Yes,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Demographics,PupilAge_NPDILR,Underlying data: Pupil Age,n/a,Integer as calculated from year and month of birth,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Analysis variable,PupilYearGroup_NPDILR,Underlying data: Pupil year group,7,Year 7,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Analysis variable,PupilYearGroup_NPDILR,Underlying data: Pupil year group,8,Year 8,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Analysis variable,PupilYearGroup_NPDILR,Underlying data: Pupil year group,9,Year 9,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Analysis variable,PupilYearGroup_NPDILR,Underlying data: Pupil year group,10,Year 10,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,Analysis variable,PupilYearGroup_NPDILR,Underlying data: Pupil year group,11,Year 11,Secondary pupils; 16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
